model,n_rows,strategy,n_cores,median_wall_time_sec,median_energy_joules,mean_wall_time_sec,mean_energy_joules,std_wall_time_sec,std_energy_joules,repeats,median_wall_time_min,energy_per_second
XGBoost,10000,ray,2,12.132431499999996,246.46708500069,11.251854099989885,289.17524666563804,1.8099002677982539,76.62405105620624,3,0.2022071916666666,20.314731222730586
XGBoost,10000,multiprocessing,8,12.33374889998231,272.02183300079065,12.22250919994743,270.50122300047445,0.20197805926931775,5.922093249630033,3,0.20556248166637184,22.055081160374588
XGBoost,10000,ray,1,12.340853900066575,241.67438899882487,11.80711806670297,242.04301733281582,1.095567008280335,12.4305905420189,3,0.20568089833444292,19.58327932214813
XGBoost,48842,threading,4,10.418450299999677,231.24144699950836,10.460318733336559,230.69543366682765,0.07579027544932536,2.0670490204813747,3,0.17364083833332794,22.195378423940415
XGBoost,48842,joblib,1,10.449651100003392,230.2851600019196,10.523303166672122,231.13276233290847,0.22436406467417275,4.6688228727006145,3,0.17416085166672318,22.037593197905416
XGBoost,48842,serial,2,10.4537224000087,230.4286360018004,10.603517033334356,233.19233899998792,0.2706841716044805,5.123486670286586,3,0.17422870666681167,22.04273532283664
XGBoost,48842,serial,8,10.504677099990658,229.73498400036263,10.468475433318721,230.31825999906278,0.07650685853678602,1.4050507477242142,3,0.17507795166651097,21.86978065233123
XGBoost,48842,threading,2,10.537842199992156,228.877320999743,10.532073499993809,229.3118933325289,0.019281890833198888,1.58385282705277,3,0.1756307033332026,21.71956237871102
XGBoost,48842,joblib,8,10.552515899995342,235.21528900296573,12.715852866667168,280.00782433421637,3.7587343387990213,82.89014876414461,3,0.17587526499992237,22.28997247974481
XGBoost,48842,serial,1,10.57316259999061,233.42081799997416,10.57320353332519,233.4768220003447,0.043480214445386654,2.025518759493308,3,0.17621937666651016,22.076726409199594
XGBoost,48842,serial,4,10.602779600012582,231.00881600104373,10.53195883333683,230.36560400058192,0.23178586383423852,3.201137335381002,3,0.17671299333354304,21.78757125167155
XGBoost,48842,threading,8,10.685149199998705,234.93534400058635,10.682277233330145,235.03187266538103,0.005900927955964134,0.6023154378935534,3,0.1780858199999784,21.987090643583603
XGBoost,48842,joblib,2,10.685270199988736,237.7178080005926,11.623499666660791,255.0932860001964,1.6281365498259959,34.81172589076413,3,0.17808783666647893,22.24724349982682
XGBoost,48842,threading,1,10.801544200017815,236.15355400146143,10.658033433341188,234.1831080006962,0.3453672203494516,5.655928627332406,3,0.1800257366669636,21.862943818817307
XGBoost,48842,joblib,4,10.825262199999996,236.03489299963695,11.95966236666815,262.2050823328337,2.2400481784159445,51.2907880493124,3,0.1804210366666666,21.804080920981022
XGBoost,48842,multiprocessing,1,13.422291199996836,294.60007999801974,13.651089566662753,299.13032200115094,0.6458047887051744,10.566090652339534,3,0.2237048533332806,21.948568661518024
XGBoost,48842,multiprocessing,2,14.012448599998606,305.8564390005181,13.965881666653635,306.5250086660143,0.1776386721984495,3.560892153541549,3,0.23354080999997678,21.827479816807216
XGBoost,48842,multiprocessing,4,15.443868800008204,340.70122300349226,15.576022933334267,343.7031236667387,0.32355888676499495,6.449947893317583,3,0.25739781333347006,22.060613659403224
XGBoost,48842,multiprocessing,8,18.75030960000004,412.1189449989515,18.817217833323713,412.7797816659395,0.14232243257617705,2.126753912645878,3,0.31250516000000067,21.97931414417555
XGBoost,48842,ray,4,19.70448809998925,434.4044659995383,19.724020733323414,436.03589333223164,0.3066921038405805,10.038842402206754,3,0.3284081349998208,22.045965558464587
XGBoost,48842,ray,8,22.568754899984924,498.6019840019118,22.62374380000013,498.2820880007566,0.18395011176064674,5.572087274453135,3,0.37614591499974875,22.092578266346667
XGBoost,48842,ray,2,24.17076159999124,533.6182930006928,24.394595866663924,536.845395000718,2.756766037863308,59.78107276725472,3,0.4028460266665207,22.077016100348537
XGBoost,48842,ray,1,31.670623100013472,706.7022669987821,31.710301233339123,697.4609506655405,1.2405229058321319,31.555086788071097,3,0.5278437183335579,22.314125767815458
