model,mean_wall_time_sec,mean_energy_joules,std_wall_time_sec,std_energy_joules,runs,mean_wall_time_min
RandomForest,2676.642000913889,49117.76017709452,4200.369841462653,63886.607121407564,180,44.61070001523149
XGBoost,7.629574148326748,176.8887330388857,6.733719941898531,149.62641325763263,180,0.12715956913877913
