n_rows,mean_wall_time_sec,mean_energy_joules,std_wall_time_sec,std_energy_joules,runs,mean_wall_time_min
1000,46.92270769666259,1139.814776783409,52.20180310655475,1190.580815009058,120,0.7820451282777099
10000,544.8184480408322,11292.752595716807,766.8921054868306,13181.07201596424,120,9.080307467347204
48842,3434.6662068558294,61509.405992699896,4958.570095298067,75289.13201469711,120,57.24443678093049
