strategy,model,feature_count,n_cores,n_rows,background_size,repeat_idx,mean_elapsed_seconds,std_elapsed_seconds,mean_energy_joules,std_energy_joules,runs,mean_elapsed_minutes,mean_energy_kwh,energy_delay_product
ray,LogisticRegression,15,1,100,25,2,9.951882100023797,0.0,221.80714899948663,0.0,1,0.16586470166706327,6.161309694430184e-05,2207.398595785302
multiprocessing,LogisticRegression,30,2,100,50,0,8.87214390002191,0.0,248.9297160029727,0.0,1,0.14786906500036517,6.914714333415908e-05,2208.5402613699607
ray,LogisticRegression,30,2,100,25,2,9.791542700026184,0.0,225.7986400009071,0.0,1,0.16319237833376973,6.272184444469642e-05,2210.9170251767223
joblib,LogisticRegression,15,8,100,100,2,9.910698499996217,0.0,225.5104659978469,0.0,1,0.16517830833327027,6.264179611051303e-05,2234.966237098309
joblib,LogisticRegression,15,8,100,100,1,9.881247700017411,0.0,226.41318900059605,0.0,1,0.16468746166695686,6.289255250016557e-05,2237.244803065747
joblib,LogisticRegression,30,2,100,100,2,10.045068499981426,0.0,222.72156599930648,0.0,1,0.16741780833302375,6.186710166647402e-05,2237.253386886168
joblib,LogisticRegression,30,8,100,50,2,9.940882799972314,0.0,226.97464399978884,0.0,1,0.16568137999953858,6.304851222216357e-05,2256.3283345673403
ray,LogisticRegression,15,2,100,50,2,10.02463830000488,0.0,225.4520460000076,0.0,1,0.16707730500008136,6.262556833333545e-05,2260.0752151461384
ray,LogisticRegression,15,4,100,25,2,9.988051799999084,0.0,226.4819740000923,0.0,1,0.16646752999998474,6.291165944447008e-05,2262.1136880789677
ray,LogisticRegression,30,2,100,25,0,9.392120000033174,0.0,242.46997700056588,0.0,1,0.15653533333388622,6.735277138904608e-05,2277.3071203945983
joblib,LogisticRegression,30,1,100,50,0,11.478111999982502,0.0,199.1720979999681,0.0,1,0.19130186666637503,5.532558277776891e-05,2286.1196481151246
ray,LogisticRegression,15,2,100,50,1,10.192768700013405,0.0,225.2300939999785,0.0,1,0.16987947833355674,6.256391499999403e-05,2295.7182524240575
multiprocessing,LogisticRegression,30,8,100,25,2,10.272423300019,0.0,225.88992000006635,0.0,1,0.17120705500031666,6.274720000001843e-05,2320.4368774481095
threading,LogisticRegression,15,4,100,50,1,10.10575460002292,0.0,231.8666819979831,0.0,1,0.1684292433337153,6.440741166610642e-05,2343.187788193169
ray,LogisticRegression,15,1,100,25,0,10.509267600020394,0.0,227.4828880009613,0.0,1,0.1751544600003399,6.318969111137814e-05,2390.6785444275706
threading,LogisticRegression,15,8,100,25,2,10.130893299996387,0.0,236.75841600114825,0.0,1,0.16884822166660646,6.576622666698563e-05,2398.57425038379
ray,LogisticRegression,30,4,100,25,0,8.745101599954069,0.0,275.4299899998966,0.0,1,0.14575169333256782,7.650833055552683e-05,2408.663246223429
joblib,LogisticRegression,30,2,100,100,1,10.433950599981472,0.0,233.14486300022307,0.0,1,0.17389917666635787,6.476246194450641e-05,2432.6219831837757
multiprocessing,LogisticRegression,15,8,100,100,2,10.38035500003025,0.0,237.05532000233288,0.0,1,0.17300591666717083,6.584870000064802e-05,2460.718376269987
threading,LogisticRegression,15,4,100,50,2,10.500176200002898,0.0,236.5604059996529,0.0,1,0.17500293666671496,6.571122388879247e-05,2483.9259449405777
ray,LogisticRegression,15,4,100,50,2,10.599277200002687,0.0,234.64885299746555,0.0,1,0.17665462000004478,6.518023694374044e-05,2487.1082375828187
ray,LogisticRegression,30,4,100,25,2,10.462911600014197,0.0,240.97072100265348,0.0,1,0.17438186000023662,6.693631138962597e-05,2521.2553520424476
joblib,LogisticRegression,30,8,100,50,1,10.712506000010762,0.0,238.54384999969503,0.0,1,0.17854176666684604,6.626218055547084e-05,2555.4024243874
ray,LogisticRegression,15,4,100,50,1,10.87698719999753,0.0,238.70950700026205,0.0,1,0.18128311999995883,6.630819638896168e-05,2596.440252159571
multiprocessing,LogisticRegression,15,8,100,100,1,10.821936299966184,0.0,240.2280060029016,0.0,1,0.1803656049994364,6.673000166747267e-05,2599.7321784312953
ray,LogisticRegression,15,2,100,100,2,10.684473900008015,0.0,244.13156399959445,0.0,1,0.17807456500013358,6.781432333322068e-05,2608.4173237218033
serial,LogisticRegression,30,1,100,100,0,13.141753100033384,0.0,200.50649300170087,0.0,1,0.21902921833388972,5.569624805602802e-05,2635.0068259819245
threading,LogisticRegression,30,1,100,50,0,11.00802060001297,0.0,240.18128499963544,0.0,1,0.18346701000021615,6.671702361100984e-05,2643.920533013573
ray,LogisticRegression,15,2,100,100,1,10.671499599993696,0.0,247.87776000160244,0.0,1,0.1778583266665616,6.885493333377846e-05,2645.227416704434
threading,LogisticRegression,30,2,100,100,1,10.864474100002552,0.0,243.72553799747453,0.0,1,0.18107456833337585,6.770153833263182e-05,2647.94979508275
multiprocessing,LogisticRegression,30,8,100,50,2,10.966112099995373,0.0,242.4200999979753,0.0,1,0.18276853499992288,6.733891666610425e-05,2658.4059918698854
threading,LogisticRegression,30,2,100,100,2,10.998702800017782,0.0,242.86423100075007,0.0,1,0.1833117133336297,6.746228638909724e-05,2671.191497532115
threading,LogisticRegression,15,4,100,100,1,11.05086369998753,0.0,242.38709499854184,0.0,1,0.18418106166645884,6.732974861070606e-05,2678.586749464815
ray,LogisticRegression,30,2,100,50,2,10.959411500021815,0.0,246.31664599983336,0.0,1,0.1826568583336969,6.842129055550926e-05,2699.485482817376
ray,LogisticRegression,30,2,100,25,1,11.492408899997828,0.0,235.0452310031337,0.0,1,0.19154014833329713,6.529034194531491e-05,2701.235904682459
multiprocessing,LogisticRegression,15,8,100,50,0,9.80004950001603,0.0,276.6491250015851,0.0,1,0.1633341583336005,7.684697916710698e-05,2711.1751191516564
ray,LogisticRegression,15,1,100,50,2,10.94280079996679,0.0,249.25704300091667,0.0,1,0.18238001333277984,6.923806750025463e-05,2727.5701695477874
ray,LogisticRegression,30,4,100,50,0,9.135419699945489,0.0,299.1414749967031,0.0,1,0.15225699499909148,8.309485416575085e-05,2732.7829237556325
ray,LogisticRegression,30,2,100,50,1,10.979643900005613,0.0,249.7321199996572,0.0,1,0.18299406500009355,6.93700333332381e-05,2741.969747989706
threading,LogisticRegression,15,4,100,100,2,11.14044119999744,0.0,247.3929229994565,0.0,1,0.18567401999995733,6.872025638873791e-05,2756.0663119709393
ray,LogisticRegression,15,1,100,50,1,11.107555499998853,0.0,250.22589299939503,0.0,1,0.18512592499998087,6.950719249983195e-05,2779.3979940275544
ray,LogisticRegression,15,8,100,25,0,8.82001120003406,0.0,315.3307660013975,0.0,1,0.14700018666723433,8.759187944483263e-05,2781.220887847645
ray,LogisticRegression,30,4,100,25,1,10.562521999992896,0.0,263.31918600150385,0.0,1,0.17604203333321494,7.314421833375107e-05,2781.3146951611056
multiprocessing,LogisticRegression,30,8,100,50,1,11.20979479997186,0.0,248.8118780011539,0.0,1,0.18682991333286433,6.911441055587608e-05,2789.1300961885677
threading,LogisticRegression,30,4,100,25,2,11.32666409999365,0.0,247.51854799835996,0.0,1,0.18877773499989417,6.875515222176666e-05,2803.559451695579
threading,LogisticRegression,15,4,100,25,0,10.834826399979647,0.0,259.0475760014366,0.0,1,0.18058043999966078,7.195766000039905e-05,2806.7355153110993
