model,feature_count,n_rows,background_size,strategy,n_cores,median_elapsed_seconds,median_energy_joules,mean_elapsed_seconds,mean_energy_joules,std_elapsed_seconds,std_energy_joules,repeats,median_elapsed_minutes,energy_per_second,time_energy_product
LogisticRegression,15,100,50,ray,1,11.107555499998853,250.22589299939503,11.653088833321817,263.7142916666058,1.0906885469965284,24.206488205045265,3,0.18512592499998087,22.527539295160025,2779.3979940275544
LogisticRegression,15,100,50,threading,8,11.499443999957291,258.36794899901093,11.631644599993402,282.2413350007616,0.4411310626051769,41.80512858899218,3,0.19165739999928819,22.467864446313275,2971.0877608979476
LogisticRegression,15,100,50,ray,8,14.725130999984684,325.26336500323663,15.289905333309434,390.0678993349408,1.9168891551399927,131.94621634195613,3,0.24541884999974473,22.088996356200497,4789.545659168493
LogisticRegression,15,100,100,joblib,1,6.381446100014728,143.8599180000444,12.29313030000776,204.76147800020104,10.273358645100766,108.09311724925162,3,0.10635743500024546,22.54346675430078,918.0343126698218
LogisticRegression,15,100,100,serial,1,6.3961831999477,147.08235600323084,12.27457896664661,201.54536866905937,10.187470582722518,94.55409553006571,3,0.10660305333246166,22.99533196679443,940.7656944765919
LogisticRegression,15,100,100,threading,1,6.590943899995182,143.82790199969352,12.417223966661064,205.406400000388,10.161352032936296,107.76989241949485,3,0.1098490649999197,21.82204919082966,947.9616333339849
LogisticRegression,15,100,100,joblib,2,6.940110000025015,157.61289399878197,11.54279556668674,214.6316083340538,8.06445173420659,100.3032302614817,3,0.11566850000041692,22.710431678779422,1093.8508217738295
LogisticRegression,15,100,100,multiprocessing,2,7.434819700021762,166.18300399834362,11.20215376666359,204.4025826653917,6.6232819332872435,69.23446163195023,3,0.12391366166702937,22.35198844134138,1235.5406719356804
LogisticRegression,15,100,100,joblib,4,7.679149800038431,173.00992399835735,9.713139433336133,218.56426333272114,3.5864821188318174,80.59149656899051,3,0.1279858300006405,22.529827976202718,1328.5691232766499
LogisticRegression,15,100,100,multiprocessing,4,7.866050900018308,175.62832399947715,9.88548520001738,194.88191966647582,3.553818797094079,38.28316521322112,3,0.13110084833363847,22.327382091955236,1381.5013360647943
LogisticRegression,15,100,100,threading,2,8.455349099996965,186.8980400023812,17.05304326666131,279.6949736678018,14.97551086342034,162.44171388027618,3,0.14092248499994942,22.1041186817997,1580.2881743253308
