n_cores,mean_elapsed_seconds,std_elapsed_seconds,mean_energy_kwh,std_energy_kwh,mean_energy_joules,std_energy_joules,runs,mean_elapsed_minutes
1,79.39623540222075,86.16050305610675,0.00041653077060335535,0.00044712097493327453,1499.5107741721722,1609.6355097598503,180,1.3232705900370125
2,51.8813448520826,51.38516396790174,0.0002894711197472575,0.00028383535648321016,1042.0960310902403,1021.8072833396263,144,0.8646890808680433
4,35.859475659023396,30.721906865119887,0.00023111112963342874,0.00021194242863459612,832.0000666804407,762.992743084624,144,0.5976579276503899
8,33.36185104444424,25.9541945498476,0.0002236782518827237,0.0001822780002310907,805.2417067778915,656.2008008319743,144,0.5560308507407374
