model,mean_elapsed_seconds,std_elapsed_seconds,mean_energy_kwh,std_energy_kwh,mean_energy_joules,std_energy_joules,runs,mean_elapsed_minutes
LogisticRegression,13.022190148364661,8.578946767396403,6.959407487020683e-05,2.8162505732546802e-05,250.5386695327619,101.38502063720763,306,0.21703650247274436
SVM-RBF,90.67097023202413,63.12614488907992,0.0005256642613733716,0.0003156747596303946,1892.3913409443148,1136.4291346694204,306,1.5111828372004021
