feature_count,mean_elapsed_seconds,std_elapsed_seconds,mean_energy_kwh,std_energy_kwh,mean_energy_joules,std_energy_joules,runs,mean_elapsed_minutes
15,47.90550826732001,53.68595817566246,0.0002717087483578105,0.00028356447452636935,978.1514940882174,1020.8321082950026,306,0.7984251377886669
30,55.78765211306878,64.5733003836549,0.0003235495878857679,0.00035075307341316236,1164.7785163888593,1262.7110642874331,306,0.9297942018844797
